TaxonId	VirusSpecies
944580	Trailing lespedeza virus 1
944994	Hollyhock yellow vein mosaic virus
944995	Ageratum conyzoides associated symptomless alphasatellite
944996	Hollyhock yellow vein virus associated symptomless alphasatellite
945225	Spinach curly top Arizona virus
945250	Verbesina encelioides leaf curl alphasatellite
945960	Tamarillo leaf malformation virus
946046	Ugandan cassava brown streak virus
971271	Tomato leaf curl Hanoi virus
980895	Soybean vein necrosis virus
981403	eggplant mild leaf mottle virus
983437	Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004]
989895	Passion fruit green spot virus
994388	Sweet potato leaf curl Sao Paulo virus
995049	Sweet potato vein clearing virus
996311	Tomato leaf curl Madagascar virus-Menabe [Madagascar:Morondova:2001]
997078	Tomato leaf curl Comoros virus
998864	Alfalfa dwarf virus
999288	Sweet potato leaf curl South Carolina virus
1000664	Chilli leaf curl Vellanad virus [India/Vellanad/2008]
1000665	Chilli leaf curl Kanpur virus [India/Kanpur/2008]
1000690	Tomato leaf curl Joydebpur betasatellite [India/Jaunpur/Chilli/2007]
1001341	Vernonia yellow vein Fujian virus
1002681	Sida golden mosaic Lara virus
1003836	pepper leaf curl Yunnan virus
1003891	Hardenbergia virus A
1010616	Tomato blistering mosaic virus
1016852	Banana streak CA virus
1016853	Banana streak IM virus
1016854	Banana streak UA virus
1016855	Banana streak UI virus
1016856	Banana streak UL virus
1016857	Banana streak UM virus
1027232	Groundnut ringspot and Tomato chlorotic spot virus reassortant
1027869	Switchgrass mosaic virus
1027880	Asclepias asymptomatic virus
1030595	Eragrostis minor streak virus
1031438	Tomato yellow leaf curl virus - KISR
1031708	caper latent virus
1032457	Passion fruit mosaic virus
1032478	Chenopodium leaf curl virus
1033976	Bean necrotic mosaic virus
1034067	Jatropha mosaic India virus
1034096	Fig badnavirus 1
1036255	Papaya leaf curl betasatellite-Panipat 6 [India:Panipat:Papaya:2008]
1038082	Datura leaf curl virus
1043184	Blackberry virus E
1046402	Potato virus H
1046403	Brassica yellows virus
1046571	Sida mosaic Alagoas virus
1046572	Abutilon mosaic Brazil virus
1046573	West African Asystasia virus 1
1046574	West African Asystasia virus 2
1048434	Rose yellow mosaic virus
1048668	Cotton leaf curl Multan alphasatellite
1050407	Grapevine vein clearing virus
1050903	Pepper cryptic virus 2
1051792	Grapevine Pinot gris virus
1051966	Squash yellow mild mottle virus
1052902	Tobacco mosaic virus strain Ohio V
1064520	Clerodendrum chlorotic spot virus
1071488	Blueberry latent spherical virus
1072517	Blue squill virus A
1072672	Paspalum striate mosaic virus
1076345	Catharanthus yellow mosaic virus
1077151	Dahlia common mosaic virus
1077859	tomato chlorotic leaf distortion virus
1080798	Soybean yellow common mosaic virus
1080799	Keunjorong mosaic virus
1081702	Tamus red mosaic virus
1086071	Tomato severe leaf curl virus - Huasteca
1086072	Tomato yellow leaf curl virus - Huasteca
1089387	Tomato interveinal chlorosis virus
1092564	Cucumber vein-clearing virus
1093773	Mirabilis jalapa mottle virus
1093958	Sida yellow mottle virus
1094249	Blueberry necrotic ring blotch virus
1107954	Potato virus Y Wilga MV99
1107955	Potato virus Y Wilga MV175
1112202	Papaya leaf curl alphasatellite
1112769	Actinidia virus A
1112770	Actinidia virus B
1115692	Cannabis cryptic virus
1120751	Chocolate lily virus A
1120767	Ostreococcus tauri virus RT-2011
1123754	Rattail cactus necrosis-associated virus
1124577	Tomato mild yellow leaf curl Aragua virus
1125764	Cassava mosaic Madagascar virus
1127768	Tomato Chino La Paz virus -SLP 4
1127769	Tomato severe leaf curl virus - SLP 3
1128119	Clitoria yellow mottle virus
1129032	Centrosema yellow spot virus
1129033	Macroptilium yellow net virus
1129034	Macroptilium yellow spot virus
1129035	Macroptilium yellow vein virus
1130981	Sauropus leaf curl virus
1131416	Cucurbit mild mosaic virus
1131702	Persea americana alphaendornavirus 1
1133751	Artemisia virus A
1137801	Faba bean yellow leaf virus
1141723	Tomato leaf curl Togo virus - Fontem
1141724	Tomato leaf curl Cameroon virus - Fontem
1149871	New World begomovirus associated satellite DNA isolate 177H3
1149872	New World begomovirus associated satellite DNA isolate 177N2
1149873	New World begomovirus associated satellite DNA isolate 177N4
1149874	New World begomovirus associated satellite DNA isolate 177N7
1149875	New World begomovirus associated satellite DNA isolate 228H1
1149876	New World begomovirus associated satellite DNA isolate 228H3
1149877	New World begomovirus associated satellite DNA isolate 228H5
1149878	New World begomovirus associated satellite DNA isolate 228H6
1149879	New World begomovirus associated satellite DNA isolate 228H6B
1149880	New World begomovirus associated satellite DNA isolate 404N1
1149881	New World begomovirus associated satellite DNA isolate 404N2
1149882	New World begomovirus associated satellite DNA isolate 404N3
1149883	New World begomovirus associated satellite DNA isolate 412N1
1149884	New World begomovirus associated satellite DNA isolate 412N2
1149885	New World begomovirus associated satellite DNA isolate 412N3
1149886	New World begomovirus associated satellite DNA isolate 413N1
1149887	New World begomovirus associated satellite DNA isolate 413N2
1149888	New World begomovirus associated satellite DNA isolate 413N3
1149889	New World begomovirus associated satellite DNA isolate 413N5
1149890	New World begomovirus associated satellite DNA isolate 414N1
1149891	New World begomovirus associated satellite DNA isolate 414N2
1149892	New World begomovirus associated satellite DNA isolate 414N3
1149893	New World begomovirus associated satellite DNA isolate 424N1
1149894	New World begomovirus associated satellite DNA isolate 424N2
1149895	New World begomovirus associated satellite DNA isolate 424N3
1150019	New World begomovirus associated satellite DNA isolate H1
1150353	Gentian Kobu-sho-associated virus
1161126	tomato leaf curl New Delhi alphasatellite
1162280	Tomato rugose yellow leaf curl virus
1162393	Raphanus sativas chrysovirus 1
1162554	Chickpea chlorosis virus-C
1162556	Chickpea chlorosis virus-E
1162557	Chickpea yellows virus
1162558	Tobacco yellow dwarf virus-A
1166472	Tomato yellow leaf curl virus-IL [MX: SLP:11]
1166473	Pepper huasteco yellow vein virus- San Luis Potosi
1168550	Maize yellow striate virus
1169032	Wasabi mottle virus
1170656	Vinca leaf curl virus
1172353	Tomato yellow leaf curl Oman betasatellite
1174526	Wheat dwarf India virus
1175505	Ageratum leaf curl betasatellite
1176153	Tomato necrotic stunt virus
1176156	Tomato leaf curl Yemen betasatellite
1176736	Pitaya virus X
1177630	American hop latent virus
1177751	Cordyline virus 2
1177752	Cordyline virus 3
1177753	Cordyline virus 4
1182518	Maize streak Reunion virus
1183241	Persimmon cryptic virus
1188792	Phaseolus vulgaris alphaendornavirus 1
1188793	Phaseolus vulgaris alphaendornavirus 2
1188812	Peristrophe mosaic virus
1188819	Cuban alphasatellite 1
1195163	Amazon lily mild mottle virus
1195378	Tomato dwarf leaf virus
1195641	Sida yellow mosaic China virus
1196236	Paspalum dilatatum striate mosaic virus
1196237	Digitaria ciliaris striate mosaic virus
1198134	Premna leaf curl virus
1198144	Donkey orchid virus A
1198147	Caladenia virus A
1198219	Sweet potato leaf curl China virus
1198220	Sweet potato leaf curl virus-Jiangsu
1198450	Jacquemontia mosaic Yucatan virus
1198498	Honeysuckle yellow vein mosaic betasatellite
1200971	French bean leaf curl betasatellite-Kanpur
1202142	Citrus chlorotic dwarf associated virus
1206566	Blueberry virus A
1211388	Apple green crinkle associated virus
1211480	Persimmon virus A
1211481	Persimmon latent virus
1213187	Tobacco leaf chlorosis betasatellite
1213406	Jatropha mosaic Nigeria virus
1213588	Rose yellow vein virus
1214459	Citrus yellow vein clearing virus
1218727	French bean severe leaf curl virus
1220025	Pokeweed mosaic virus
1221206	Soybean chlorotic spot virus
1221437	Grapevine virus F
1221449	Soybean Putnam virus
1225069	Pouzolzia golden mosaic virus
1225644	Bhendi yellow vein mosaic virus-associated alphasatellite
1227354	Bean chlorosis virus
1227355	Bean chlorotic mosaic virus
1227356	Dalechampia chlorotic mosaic virus
1227357	Datura leaf distortion virus
1227557	Mulberry badnavirus 1
1231298	Cassava mosaic Madagascar alphasatellite
1231334	Tomato leaf curl Hajipur betasatellite
1233675	Honeysuckle yellow vein Kagoshima virus
1234171	Sauropus leaf curl disease associated DNA beta
1234808	Potato virus Y strain N-Wi
1238162	Mungbean yellow mosaic India virus associated betasatellite [India: Faizabad: Cow Pea:2012]
1239452	Brugmansia mosaic virus
1240597	Sweet potato leaf curl Georgia virus-[China: Hebei: 2011]
1241370	Okra leaf curl Oman virus
1243178	Rubus canadensis virus 1
1246650	Blechum interveinal chlorosis virus
1246849	Malvastrum yellow vein Chitwan betasatellite
1247115	Diuris virus A
1247116	Diuris virus B
1249467	Okra enation leaf curl alphasatellite
1249676	Grapevine endophyte alphaendornavirus
1250303	Sunflower leaf curl Karnataka alphasatellite
1250316	Olive viral satellite RNA
1255765	Tomato yellow leaf curl China betasatellite
1256523	spinach yellow vein virus
1260769	Ageratum enation alphasatellite
1263294	Grapevine leafroll-associated virus 3m
1264880	Sida ciliaris golden mosaic virus
1266451	Mulberry vein banding virus
1266458	Tomato mottle wrinkle virus
1266977	Sida yellow net virus
1266993	Sida yellow blotch virus
1266994	Sida yellow mosaic Alagoas virus
1266995	Sida mottle Alagoas virus
1273128	Kenaf leaf curl betasatellite
1277443	Beet curly top Iran virus-[Siv]
1278205	Dahlia latent viroid
1288829	Pepper yellow leaf curl China virus
1291658	Rose yellow leaf virus
1293961	Sida yellow vein China alphasatellite
1296569	Andean potato mild mosaic virus
1297645	Corchorus yellow vein mosaic virus
1297646	Corchorus yellow vein mosaic betasatellite
1297894	Citrus yellow vein-associated virus
1301220	Citrus vein enation virus
1302848	Chickpea chlorosis Australia virus
1302849	Sporobolus striate mosaic virus 1
1302850	Sporobolus striate mosaic virus 2
1303385	Tomato leaf curl Liwa virus
1306546	Alfalfa leaf curl virus
1307958	Sweet potato C6 virus
1310424	Verticillium dahliae partitivirus 1
1311277	Capraria yellow spot Yucatan virus
1311625	Ageratum yellow vein China virus - [Z1]
1312723	Abutilon golden mosaic Yucatan virus
1312724	Vigna yellow mosaic virus
1312929	Cherry rusty mottle associated virus
1317107	Allamanda leaf mottle distortion virus
1319979	Persimmon viroid 2
1323523	Hop trefoil cryptic virus 2
1323524	Red clover cryptic virus 2
1323525	White clover cryptic virus 2
1323528	Crimson clover cryptic virus 2
1323529	Dill cryptic virus 2
1324128	Habenaria mosaic virus
1324959	Burdock mottle virus
1325578	Radish leaf curl virus-Hajipur [IN:Bih:ok09]
1329380	Ageratum Yellow vein China virus - OX1
1329381	Tomato leaf curl China virus - OX2
1331744	Actinidia virus X
1333313	Malvastrum leaf curl Philippines virus
1335766	Chili leaf curl Bhatinda betasatellite
1335768	Tomato yellow leaf curl Yunnan virus
1336597	Tomato golden leaf spot virus
1340746	Tomato bright yellow mosaic virus
1343493	Grapevine satellite virus
1343920	Apricot vein clearing associated virus
1352511	Thin paspalum asymptomatic virus
1358807	Lettuce necrotic leaf curl virus
1367126	Pouzolzia mosaic Guangdong virus
1367218	Hypericum japonicum associated circular DNA virus
1381007	Grapevine red blotch virus
1381464	Blackberry vein banding-associated virus
1383052	Hemidesmus yellow mosaic virus
1384490	Basella alba alphaendornavirus 1
1384631	Tomato leaf curl Gandhinagar virus
1384632	Tomato leaf curl Gandhinagar betasatellite
1387160	Pepper leafroll virus
1391702	Tomato mottle mosaic virus
1391746	Tomato yellow leaf curl Saudi virus
1392388	Sweet potato leaf curl Shanghai virus
1395525	Grapevine redleaf-associated virus
1396815	Cotton chlorotic spot virus
1397670	Tomato leaf curl Karnataka betasatellite
1400200	Chickpea chlorotic dwarf virus D
1400526	Donkey orchid symptomless virus
1403565	Pleione flower breaking virus
1406816	Zucchini tigre mosaic virus
1407057	Tomato leaf curl alphasatellite
1407058	Ageratum yellow vein India alphasatellite
1408894	Red clover cryptic virus 1
1408895	Dill cryptic virus 1
1410062	pumpkin yellow mosaic virus
1411991	Banana streak VN virus
1414644	Tall oatgrass mosaic virus
1414655	Pepper chlorotic spot virus
1416026	Yellow tailflower mild mottle virus
1417304	Ambrosia asymptomatic virus 1
1417755	Eclipta yellow vein virus [India: Lucknow: Andrographis paniculata:2010]
1418029	Siegesbeckia yellow vein betasatellite
1421055	Yam spherical virus
1423421	Cherry leaf scorch small circular viroid-like RNA 1
1424279	Cherry twisted leaf associated virus
1425362	Carrot Ch virus 2
1425363	Carrot Ch virus 1
1425364	Carrot torradovirus 1
1428189	Hedyotis yellow mosaic betasatellite
1428190	Hedyotis uncinella yellow mosaic virus
1428341	Cotton leaf curl alphasatellite
1428342	Chilli leaf curl alphasatellite
1431395	Mirabilis leaf curl virus
1432135	Lamium mild mosaic virus
1432563	Rottboellia yellow mottle virus
1432565	Spinach yellow vein Sikar virus
1435008	Citrus endogenous pararetrovirus
1436892	Pea yellow stunt virus
1441773	faba bean necrotic stunt alphasatellite
1441796	Black medic leafroll alphasatellite 1
1441797	Pea necrotic yellow dwarf alphasatellite 1
1441798	Pea necrotic yellow dwarf alphasatellite 3
1441799	Faba bean necrotic stunt alphasatellite 1
1441800	Faba bean necrotic stunt alphasatellite 2
1453080	Faba bean necrotic yellows C1 alphasatellite
1453081	Faba bean necrotic yellows C11 alphasatellite
1453082	Faba bean necrotic yellows C7 alphasatellite
1453083	Faba bean necrotic yellows C9 alphasatellite
1454227	Ageratum yellow vein China alphasatellite
1455651	Milk vetch dwarf C1 alphasatellite
1455652	Milk vetch dwarf C10 alphasatellite
1455653	Milk vetch dwarf C2 alphasatellite
1455654	Milk vetch dwarf C3 alphasatellite
1458187	Coconut foliar decay alphasatellite
1458458	Subterranean clover stunt C2 alphasatellite
1458459	Subterranean clover stunt C6 alphasatellite
1459800	Hibiscus bacilliform virus GD1
1461792	Malvastrum leaf curl Guangdong betasatellite
1462681	Pepo aphid-borne yellows virus
1462682	Luffa aphid-borne yellows virus
1464778	Cassava Ivorian bacilliform virus
1468172	Gaillardia latent virus
1468454	Lagenaria siceraria endornavirus-California
1468596	Ageratum yellow vein Pakistan alphasatellite
1468597	Hibiscus leaf curl alphasatellite
1471299	Grapevine Roditis leaf discoloration-associated virus
1472425	Prunus virus T
1476485	Andrographis yellow vein leaf curl betasatellite
1476487	Axonopus compressus streak virus
1476584	Currant latent virus
1476909	Banana streak MY virus
1481460	Chili leaf curl virus-Oman
1481463	Tomato yellow leaf curl virus-Oman
1481465	Tomato necrotic dwarf virus
1484007	Tomato yellow leaf curl virus - Mild [Japan:Takatsuki]
1485012	Jatropha yellow mosaic virus
1489311	Sweet potato leaf curl Henan virus
1489312	Sweet potato leaf curl Guangxi virus
1490227	Jacquemontia yellow mosaic virus
1492296	Sugarcane white streak virus
1493829	Persimmon virus B
1497848	Papaya meleira virus
1498504	Tomato leaf curl Barka virus
1501716	Plumeria mosaic virus
1503864	Yam virus X
1504732	Hollyhock yellow vein mosaic Islamabad virus
1504733	Papaya leaf curl Faisalabad virus
1504801	Bhendi yellow vein Haryana virus
1505530	Pagoda yellow mosaic associated virus
1506157	Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013]
1506184	Sida yellow vein alphasatellite
1507403	Mirabilis leaf curl India virus associated betasatellite
1507725	Chilli leaf curl India alphasatellite
1507984	Papaya leaf curl China betasatellite [China:Hainan:2014]
1511840	Primula malacoides virus 1
1512278	Aglaonema bacilliform virus
1513278	Hibiscus green spot virus 2
1513489	Bitter gourd yellow vein virus
1513516	Rhynchosia golden mosaic Havana virus
1513519	Rhynchosia golden mosaic Sinaloa virus
1513520	Rhynchosia rugose golden mosaic virus
1513521	Sida golden mosaic Braco virus
1513525	Sida golden mosaic Buckup virus
1513528	Sweet potato mosaic virus
1513529	Sweet potato mosaic virus - [Brazil:Brasilia1:2007]
1513530	tomato leaf curl Nigeria virus
1513531	tomato yellow leaf curl Indonesia virus
1514896	Yerba mate alphaendornavirus
1520332	Blueberry mosaic associated virus
1527441	Mulberry mosaic leaf roll associated virus
1530093	Jatropha leaf yellow mosaic Katarniaghat virus
1532882	Coccinia mosaic Tamil Nadu virus
1535266	Sida yellow vein mosaic alphasatellite
1538101	Small begomovirus-associated satellite
1538465	Jatropha mosaic Lucknow virus
1538549	Ethiopian tobacco bushy top virus
1538550	Ethiopian tobacco bushy top virus satellite RNA
1542745	Ancient caribou feces associated virus
1543207	Rose leaf rosette-associated virus
1544378	Synedrella leaf curl alphasatellite
1547577	Jatropha leaf crumple virus
1559374	Jatropha leaf crumple India virus [J. curcas: Jodhpur]
1560692	Sweet potato mosaic virus-[ZA:WP:2011]
1561150	Yacon necrotic mottle virus
1561160	Motherwort yellow mottle virus
1564903	Strawberry polerovirus 1
1568974	Chickpea yellow dwarf virus
1569052	Elderberry carlavirus A
1569053	Elderberry carlavirus B
1569054	Elderberry carlavirus C
1569055	Elderberry carlavirus D
1569056	Elderberry carlavirus E
1569057	Ribes americanum virus A
1569061	blackcurrant waikavirus A
1571533	Switchgrass mosaic-associated virus 1
1577997	Sauropus yellowing virus
1578825	Euphorbia yellow leaf curl virus
1585924	Arhar cryptic virus-I
1587509	Persea americana chrysovirus
1587515	Black grass varicosavirus-like virus
1587517	Black grass cryptic virus 2
1590154	Bromus-associated circular DNA virus 1
1590155	Bromus-associated circular DNA virus 2
1590156	Bromus-associated circular DNA virus 3
1590172	Bromus-associated circular DNA virus 4
1590173	Trifolium-associated circular DNA virus 1
1592930	Yam latent virus
1602124	Cymbidium chlorotic mosaic virus
1602199	Oxalis yellow vein virus
1608257	Tomato latent virus
1609290	Tomato leaf curl Pakistan betasatellite
1611435	Asystasia mosaic Madagascar virus
1611875	Cucurbit aphid borne yellows virus associated RNA
1619899	Dioscorea bacilliform AL virus
1628899	Temperate fruit decay-associated virus
1629551	Groundnut chlorotic fan-spot virus
1631303	Mulberry mosaic dwarf associated virus
1632184	Tomato enation leaf curl virus
1633139	Malvastrum yellow vein Cambodia virus
1634914	Taro bacilliform CH virus
1637492	Tomato necrotic streak virus
1640277	Grapevine Cabernet Sauvignon reovirus
1647805	Drakaea virus A
1654603	Areca palm velarivirus 1
1663208	Ostreococcus lucimarinus virus 2
1663209	Ostreococcus lucimarinus virus 7
1663210	Ostreococcus mediterraneus virus 1
1667230	Caucasus prunus virus
1667384	Portulaca latent viroid
1676256	lychnis mottle virus
1678003	Chilli leaf curl Ahmedabad virus-India [India/Ahmedabad/2014]
1678786	polygonum ringspot virus
1679239	Zucchini shoestring virus
1688637	Lettuce Italian necrotic virus
1692045	Tobacco virus 1
1692191	Brassica campestris chrysovirus 1
1701549	Tomato chlorotic mottle Guyane virus
1702121	Atractylodes mottle virus
1705090	Luffa begomovirus betasatellite
1705091	Malachra yellow vein mosaic betasatellite
1705092	Ageratum conyzoides symptomless alphasatellite
1705093	Mesta yellow vein mosaic alphasatellite
1711684	Hot pepper alphaendornavirus
1711685	Atractylodes mild mottle virus
1712389	Tetterwort vein chlorosis virus
1714570	Blueberry shoestring virus
1719047	Soybean leaf-associated mycoflexivirus 1
1719263	Soybean leaf-associated ourmiavirus 1
1720595	Bellflower vein chlorosis virus
1725329	Potato necrosis virus
1729670	Maize-associated totivirus 1
1736759	Chayote yellow mosaic Benin betasatellite
1737345	Grapevine latent viroid
1737346	Apple hammerhead viroid-like circular RNA
1737555	Passionfruit leaf distortion virus
1738045	Andrographis yellow vein leaf curl virus
1738445	Grapevine hammerhead viroid-like RNA
1740165	Lisianthus enation leaf curl virus
1742594	Melochia mosaic virus
1742595	Melochia yellow mosaic virus
1742596	Pavonia yellow mosaic virus
1747500	Cnidoscolus mosaic leaf deformation virus
1751715	Blueberry fruit drop associated virus
1755198	Parthenium leaf curl alphasatellite
1755696	Dioscorea bacilliform SN virus
1756832	Phasey bean mild yellows virus
1758139	Colombian potato soil-borne virus
1761477	Tomato brown rugose fruit virus
1766828	Turnip leaf roll virus
1768874	Sinapis alba cryptic virus 1
1770265	Alfalfa enamovirus 1
1770618	Currant virus A
1772258	Pavonia mosaic virus
1774200	Pepper yellow leaf curl Thailand virus
1774276	Hordeum vulgare alphaendornavirus
1775456	Colocasia bobone disease-associated virus
1775963	Jasmine virus T
1776177	Cucumis melo alphaendornavirus
1776763	Actinidia chlorotic ringspot-associated virus
1777016	Panax notoginseng virus A
1778580	Nectarine marafivirus M
1779339	Apple necrotic mosaic virus
1779714	Lycianthes yellow mosaic virus
1785753	Ostreococcus tauri virus OtV5
1792583	Tobacco mosqueado virus
1795442	Ofaie virus
1803898	Pepper virus A
1808970	Angelica bushy stunt virus
1809767	Ixeridium yellow mottle virus 1
1810396	Squash chlorotic leaf spot virus
1811408	Privet leaf blotch-associated virus
1812308	Deinbollia mosaic virus
1815581	Grapevine leafroll-associated virus 13
1817526	Ixeridium yellow mottle virus 2
1819678	Cucurbit yellow mosaic alphasatellite
1825924	Barley virus G
1825931	Tomato yellow leaf curl Shuangbai virus - [Y4536]
1825950	Triumfetta yellow mosaic virus
1828512	Pepper yellow leaf curl virus PSSWS-14
1830242	Plantago lanceolata latent virus
1833824	Maize yellow dwarf virus-RMV2
1841147	Bhindi yellow vein alphasatellite
1848040	Water chestnut soymovirus 1
1849335	Arabidopsis halleri partitivirus 1
1849838	Grapevine fabavirus
1853762	Jasmine virus C
1853865	Euphorbia caput-medusae latent virus
1855510	Prunus virus F
1856031	Pecan mosaic-associated virus
1856642	maize yellow mosaic virus
1857160	cotton leaf curl Barasat virus
1857323	Tospovirus kiwifruit/YXW/2014
1859135	Telfairia mosaic virus
1862127	Wild onion symptomless virus
1868472	Yacon virus A
1868659	Sugarcane striate virus
1874267	Maize-associated totivirus 2
1874886	Ramie mosaic Yunnan virus
1881013	Senna mosaic virus
1881630	Velvet bean golden mosaic virus
1883104	Adonis mosaic virus
1884832	Gompholobium virus A
1884873	Croton golden mosaic virus
1884874	Hybanthus yellow mosaic virus
1884875	Verbena mottle virus
1884991	Senna leaf curl virus
1886606	Callistephus mottle virus
1890365	Coccinia mottle virus
1890427	Deltasatellite sat-603
1897538	Common bean-associated gemycircularvirus
1899219	Synedrella leaf curl virus
1899566	Ligustrum virus A
1904880	Macroptilium bright mosaic virus
1904881	Macroptilium common mosaic virus
1904882	Sida angular mosaic virus
1904883	Sida chlorotic vein virus
1904884	Wissadula yellow mosaic virus
1905830	Physostegia chlorotic mottle virus
1906317	Grapevine geminivirus A
1906668	Malvastrum bright yellow mosaic virus
1911908	begomovirus-associated alphasatellite sp.
1912598	Cherry associated luteovirus
1913024	White clover mottle virus
1913124	Cowpea polerovirus 1
1913125	Cowpea polerovirus 2
1914900	Synedrella yellow vein clearing virus
1915202	Common bean mottle virus
1915203	Common bean severe mosaic virus
1917232	Only Syngen Nebraska virus 5
1919062	Sugarcane chlorotic streak virus
1920772	Gentian ovary ringspot virus
1921009	Arachis pintoi virus
1921432	Panicum papanivirus 1
1925152	Vernonia crinkle betasatellite
1925153	Vernonia crinkle virus
1926117	Abutilon golden mosaic virus
1927714	Soybean latent spherical virus
1930269	Bermuda grass latent virus
1931111	Pea leaf distortion virus
1931113	Pea leaf distortion betasatellite
1931356	Rice stripe mosaic virus
1933298	Tomato spotted wilt orthotospovirus
1933300	Watermelon silver mottle orthotospovirus
1935922	Petunia chlorotic mottle virus
1937789	Black currant leaf chlorosis associated virus
1937817	Spinach cryptic virus 1
1939619	papaya yellow leaf curl virus
1940252	Cacao mild mosaic virus
1945850	Ash gourd yellow vein mosaic alphasatellite
1949196	Sida bright yellow mosaic virus
1949197	Sida chlorotic mottle virus
1949198	Sida golden yellow spot virus
1949199	Euphorbia yellow mosaic alphasatellite
1950126	Clematis chlorotic mottle virus
1955054	Tomato leaf curl Burkina Faso virus
1955730	Peach virus D
1956177	Citrus leprosis virus N
1958957	Cassava satellite virus
1959287	Reed chlorotic stripe virus
1960252	Sugarcane bacilliform Guadeloupe A virus
1960253	Sugarcane bacilliform Guadeloupe D virus
1960254	Cacao swollen shoot Togo A virus
1960255	Cacao swollen shoot CD virus
1960710	Desmodium mottle virus
1960887	Jasmine virus H
1962503	Aeonium ringspot virus
1963256	African eggplant yellowing virus
1963260	Sunflower ring blotch virus
1964552	Arracacha virus A
1965225	Sugar beet cyst nematode virus 1
1965306	Lagenaria siceraria endornavirus-Hubei
1965355	Pepper vein yellows virus 5
1967841	Tomato yellow mottle-associated virus
1972716	Arracacha virus V
1972994	Gomphocarpus mosaic virus
1972995	Tobacco virus 2
1973265	Wisteria badnavirus 1
1977392	Cassava virus X
1978413	Watermelon virus A
1979541	Hoya chlorotic spot virus
1980160	Sophora yellow stunt virus
1980161	Sophora alopecuroides yellow stunt alphasatellite 1a
1980165	Sophora alopecuroides yellow stunt alphasatellite 4
1980168	Sophora alopecuroides yellow stunt alphasatellite 7a
1980173	Sophora alopecuroides yellow stunt alphasatellite 8
1980174	Sophora alopecuroides yellow stunt alphasatellite 9
1980426	European mountain ash ringspot-associated virus
1980427	Emaravirus fici
1980428	Emaravirus tritici
1980429	Emaravirus cajani
1980430	Emaravirus toordali
1980431	Emaravirus idaeobati
1980432	Emaravirus cercidis
1980433	Emaravirus rosae
1980624	Citrus chlorotic spot virus
1980625	Carnation cryptic virus 3
1980986	Citrus viroid VII
1982660	Bellflower veinal mottle virus
1982675	Jacquemontia yellow vein virus
1985164	Spinach amalgavirus 1
1985202	Zostera marina amalgavirus 1
1985373	bromus associated gemycircularvirus 1
1985374	Cassava associated gemycircularvirus 1
1985384	hypericum associated gemycircularvirus 1
1985392	Poaceae associated gemycircularvirus 1
1985413	Soybean associated gemycircularvirus 1
1985698	Varicosavirus lactucae
1985699	Cytorhabdovirus hordei
1985704	Cytorhabdovirus gramineae
1985968	Alfalfa virus S
1987360	Pepper yellow dwarf virus - Mexico
1987403	Broad-leafed dock virus A
1993639	yam chlorotic mosaic virus
1993643	Malvastrum leaf curl deltasatellite
1993644	Sida golden yellow vein deltasatellite 1
1993645	Sida golden yellow vein deltasatellite 2
1993646	Sida golden yellow vein deltasatellite 3
1993647	Sweet potato leaf curl deltasatellite 1
1993648	Sweet potato leaf curl deltasatellite 2
1993649	sweet potato leaf curl deltasatellite 3
1993650	Tomato leaf curl deltasatellite
1993651	tomato yellow leaf distortion deltasatellite 1
1993652	tomato yellow leaf distortion deltasatellite 2
1993907	Longan witches broom-associated virus
2004460	Bean leaf crumple virus
2005044	Cucurbit vein banding virus
2006498	Peach associated luteovirus
2010286	Chili leaf curl betasatellite
2010314	chili leaf curl Jaunpur betasatellite
2010315	Chili leaf curl Sri Lanka betasatellite
2010316	Ageratum yellow vein India betasatellite
2010317	Ageratum yellow vein Sri Lanka betasatellite
2010319	Eupatorium yellow vein mosaic betasatellite
2010320	French bean leaf curl betasatellite
2010321	Momordica yellow mosaic betasatellite
2010322	mungbean yellow mosaic betasatellite
2010323	Okra leaf curl Oman betasatellite
2010324	Papaya leaf curl India betasatellite
2010325	Rhynchosia yellow mosaic betasatellite
2010326	Tobacco leaf curl Japan betasatellite
2010327	Tobacco leaf curl Patna betasatellite
2010331	Tomato leaf curl Bangalore betasatellite
2010332	Tomato leaf curl Laguna betasatellite
2010333	Tomato leaf curl Laos betasatellite
2011125	Dioscorea bacilliform RT virus 2
2012856	Rice latent virus 1
2012857	Rice latent virus 2
2013968	Euonymus yellow vein virus
2015440	Tomato mosaic Trujillo virus
2015441	Tomato chlorotic leaf curl virus
2016034	Grapevine virus K
2016035	grapevine virus T
2016426	Vanilla latent virus
2016427	Vanilla virus X
2017710	Lupine feces-associated gemycircularvirus 2
2018312	Sudan watermelon mosaic virus
2018313	Wild melon vein banding virus
2019445	Wheat leaf yellowing-associated virus
2020286	Ocimum basilicum RNA virus 1
2020287	Ocimum basilicum RNA virus 2
2020881	Emilia sonchifolia yellow vein Thailand virus
2020956	Jujube mosaic-associated virus
2021212	Rice virus A
2021666	Macroptilium golden yellow mosaic virus
2021667	Tomato leaf curl purple vein virus
2022321	Prunus geminivirus A
2022430	Lychee viroid-like RNA
2022475	Grapevine virus G
2024604	Citrus concave gum-associated virus
2024724	Actinidia virus 1
